outcome,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10
0,B,0.1042,D,C,E,6.12328,B,H,62.08883,G
0,B,0.3561,C,B,E,7.06268,B,I,66.26018,J
0,B,0.1595,A,B,A,2.45065,C,C,75.55386,I
1,A,0.0323,A,B,A,2.96117,E,D,81.74228,D
1,A,0.2459,D,B,C,3.29680,E,E,96.59130,E
0,B,0.5079,C,A,E,8.93255,C,F,76.45053,D
1,B,0.2155,A,B,E,4.26543,D,E,43.60941,M
0,B,0.4688,A,B,E,4.46898,D,C,76.28456,D
1,A,0.8457,B,B,C,8.77532,C,C,97.87021,R
1,B,0.2504,A,B,A,3.76051,D,I,36.21840,C
0,B,0.1597,C,B,A,7.10258,F,E,60.05153,L
1,A,0.5098,D,A,A,7.02697,F,B,82.32372,Q
1,B,0.6924,B,A,C,3.86621,D,G,16.10235,G
1,B,0.3152,A,A,E,3.36145,D,B,21.63580,S
0,B,0.1703,D,A,A,8.41094,F,E,1.078012,B
1,A,0.7254,A,A,A,3.04765,E,G,95.61260,B
1,A,0.9764,D,B,A,0.00648,F,B,23.45170,G
0,B,0.8342,B,B,A,1.93695,B,I,48.08998,J
1,A,0.7858,C,B,A,7.83478,F,F,40.70332,S
1,B,0.8926,B,B,A,3.80861,C,E,5.674236,L
0,B,0.4336,A,B,A,3.90084,C,D,6.303482,M
1,B,0.6289,B,B,D,5.58671,F,I,96.79998,P
0,B,0.3168,D,A,A,9.60486,F,B,31.87140,I
0,B,0.1653,A,B,C,3.37762,F,C,9.314590,B
1,B,0.9131,A,A,A,9.67273,F,G,68.74245,C
1,B,0.9138,C,B,A,7.06683,D,D,35.61810,I
1,B,0.5048,A,A,A,2.61093,F,G,28.69739,T
1,A,0.4420,A,B,E,2.83707,E,I,40.98999,M
0,B,0.3521,A,B,B,5.69934,C,B,45.40137,H
0,B,0.1215,B,B,D,7.07924,F,C,52.76851,L
1,B,0.6032,B,A,A,0.23273,C,G,93.97361,D
1,B,0.9153,B,B,A,8.57285,D,G,38.79121,P
1,B,0.4026,A,A,A,1.69753,A,D,20.74695,Q
0,B,0.7464,A,A,C,8.03185,E,I,19.24289,Q
0,B,0.9111,A,A,A,2.40399,D,I,61.27440,N
1,A,0.2939,C,C,A,0.97966,B,F,8.130842,R
0,A,0.2030,A,C,C,8.50343,B,I,77.00782,H
1,A,0.1802,B,B,A,1.38628,D,E,4.387430,K
1,A,0.9559,A,B,C,6.99073,E,I,50.81886,B
1,A,0.2992,A,B,A,2.03209,B,D,99.44567,F
1,B,0.4386,B,B,A,4.49979,C,E,95.87790,T
0,B,0.0748,C,A,C,9.96917,E,B,37.56181,J
1,A,0.5266,B,A,B,3.51690,B,B,18.31618,Q
0,A,0.5601,A,C,A,8.12593,C,B,67.57496,A
0,A,0.8186,A,B,B,2.67406,D,F,56.89125,B
1,B,0.7152,C,A,B,5.04851,C,B,20.57722,A
1,B,0.2111,A,B,A,1.48430,D,F,39.75636,C
0,A,0.2796,B,A,E,3.90004,E,B,85.40475,J
0,A,0.4945,A,C,C,7.04432,E,E,84.34617,B
0,A,0.6691,B,C,A,2.64436,F,D,88.00237,O
1,A,0.6984,D,A,A,0.46964,D,I,49.67237,H
1,B,0.5726,C,B,A,1.18499,E,F,46.35689,O
1,B,0.7438,A,A,C,4.96519,D,G,64.45585,K
0,A,0.2127,B,B,B,1.66028,B,E,68.26185,R
1,A,0.5167,B,B,D,8.06623,F,I,37.91596,G
0,A,0.9345,D,A,A,5.92852,D,E,32.12770,P
0,A,0.9635,C,B,A,9.23721,F,I,58.69069,O
1,B,0.3650,C,B,E,5.97774,D,A,99.77604,S
1,B,0.7839,A,C,A,6.48875,A,B,76.67283,T
0,B,0.4197,A,B,A,8.50608,C,E,17.81098,S
0,A,0.2697,A,B,A,0.19839,E,C,36.03564,H
0,A,0.8435,A,B,C,6.25650,B,B,91.43611,F
1,A,0.7843,B,A,A,5.09297,A,F,29.47508,O
0,B,0.6363,C,B,C,0.08160,E,B,14.80674,R
0,B,0.5362,C,A,D,6.49875,C,C,66.70514,B
0,A,0.8519,A,B,B,9.25464,C,E,89.78627,A
0,A,0.3059,C,C,D,9.96372,B,D,18.12405,C
1,A,0.2346,B,B,E,4.16189,A,J,90.46908,F
0,B,0.6455,A,B,B,4.17041,C,E,69.90417,A
0,B,0.5594,A,A,B,3.20331,C,B,75.66836,B
1,B,0.3137,B,B,A,6.90730,C,C,30.84525,S
0,B,0.9500,A,C,B,5.75075,B,D,90.20228,K
0,B,0.6790,A,A,C,3.84115,B,E,52.05514,P
0,B,0.2849,A,B,E,2.64773,A,E,59.53787,R
1,B,0.6992,C,A,A,2.45580,D,I,60.93214,E
1,B,0.3598,B,A,C,8.49264,E,F,26.54393,K
0,B,0.3885,C,B,A,7.14905,E,I,95.64233,I
0,B,0.7083,A,B,A,5.66054,B,B,45.92930,G
0,A,0.4510,B,C,A,6.91899,D,I,93.76108,C
1,A,0.8922,B,B,A,4.10512,B,E,57.76267,P
0,A,0.6008,D,B,A,0.87525,A,I,11.44297,D
0,B,0.6549,A,B,C,3.52458,F,D,0.259013,F
1,B,0.7819,A,B,A,9.80545,D,B,47.17917,C
1,B,0.2826,D,B,C,4.96249,E,B,59.58336,Q
1,B,0.1143,D,A,C,9.16007,A,F,72.57395,T
0,B,0.6430,B,B,B,8.27258,E,B,15.19458,P
0,B,0.8622,C,A,E,5.85941,F,D,9.795611,M
0,A,0.0665,B,C,C,0.33721,E,B,54.68818,B
1,B,0.4012,D,B,E,8.17749,B,I,26.89220,D
1,A,0.5961,A,B,D,9.16528,B,I,16.55649,Q
0,A,0.8577,A,A,A,2.32186,E,D,70.90562,D
0,B,0.8999,A,B,A,7.71242,E,B,28.22289,K
0,A,0.1293,B,B,A,0.15110,B,I,57.95718,K
0,B,0.9831,A,B,E,3.49219,C,I,12.68948,N
0,B,0.0634,A,A,C,3.53323,C,E,98.49833,P
0,A,0.6802,B,C,A,9.32169,C,E,67.61448,K
1,B,0.1451,C,B,A,8.44708,D,D,67.62679,Q
0,B,0.5663,A,B,A,1.88991,B,C,97.46296,O
1,A,0.8134,A,B,C,4.50315,B,B,45.49709,T
0,B,0.5437,A,B,E,4.29905,C,I,43.14569,M
1,B,0.9536,C,C,A,0.37210,A,B,52.28961,C
1,B,0.4296,D,B,A,9.57478,B,C,4.255722,M
1,A,0.1368,C,B,E,0.49723,C,D,49.00553,Q
0,B,0.5284,B,B,C,8.59624,F,J,56.59538,Q
1,B,0.4163,A,B,A,1.78400,A,B,6.191723,B
1,A,0.8062,A,B,A,0.80553,E,E,11.22409,A
1,A,0.1581,C,B,D,2.33068,C,E,65.56611,Q
1,B,0.9807,A,C,C,4.66320,D,B,13.08760,F
0,B,0.0957,A,A,B,1.75244,E,I,79.28297,E
1,B,0.5446,A,A,B,6.27825,D,C,24.77733,L
1,B,0.6383,B,B,A,3.58369,C,H,30.22399,I
1,A,0.1702,B,A,E,9.42875,A,B,35.94509,I
0,A,0.1950,D,A,D,8.14676,A,I,9.995048,S
1,B,0.9653,A,B,A,1.08264,E,B,95.64482,K
0,A,0.5332,A,B,C,9.94396,F,D,48.09860,P
0,A,0.5958,A,B,A,1.80802,E,B,18.38650,T
0,B,0.0397,B,A,A,7.96723,F,D,78.64521,D
1,A,0.3557,B,B,D,2.17286,D,D,4.156600,N
0,A,0.4191,A,B,A,4.67587,E,J,3.615731,K
0,B,0.9275,A,B,C,1.06729,C,I,69.21823,R
0,B,0.0667,B,C,C,2.41396,E,C,3.985510,I
0,B,0.8755,A,B,B,7.38454,F,I,10.37759,C
1,B,0.4290,D,B,A,7.11929,C,E,5.558347,Q
1,B,0.1956,C,B,C,4.18603,B,F,15.17884,M
0,A,0.5592,A,A,A,6.77769,B,D,13.85106,M
1,A,0.6135,A,B,A,3.40045,A,E,34.57203,F
0,B,0.8049,A,A,E,4.50116,C,G,8.222338,B
0,B,0.6863,B,B,A,6.38236,F,I,14.23614,H
1,A,0.0295,A,B,D,3.80031,E,B,95.51559,O
1,A,0.7547,D,B,C,5.95959,D,I,87.50202,T
1,B,0.2971,A,C,A,7.73436,E,B,4.449913,F
0,B,0.6538,A,B,E,3.65791,C,G,51.02722,H
0,A,0.0685,C,B,A,4.83000,C,B,2.070192,J
1,A,0.9093,B,A,E,1.55423,C,J,70.64955,M
1,B,0.1300,C,C,A,5.01850,A,B,66.48713,F
1,A,0.5779,A,A,B,9.50018,C,B,37.34437,E
1,B,0.7603,C,A,A,0.12137,D,C,99.12992,T
1,B,0.3921,A,A,A,0.72134,D,B,65.78664,O
0,A,0.9067,D,B,A,3.36053,A,B,57.89132,Q
0,B,0.9691,C,B,A,2.61437,D,D,99.99681,C
1,B,0.5707,B,B,A,6.56208,E,B,73.59702,T
1,B,0.8286,B,A,C,4.88937,B,C,46.31412,G
1,B,0.8168,A,B,B,4.19227,B,D,85.29035,E
0,A,0.6649,B,A,A,7.21779,B,G,71.12762,T
0,B,0.1389,C,C,A,7.86099,E,D,26.53386,H
0,B,0.8382,A,B,A,6.97852,A,E,49.36076,N
1,A,0.8493,A,B,E,4.73939,D,G,34.43693,I
1,B,0.1451,A,B,A,0.32955,E,F,72.27335,L
0,B,0.1516,B,B,C,9.06865,C,I,49.47365,B
0,B,0.2284,A,B,A,5.36511,C,F,15.58355,D
1,A,0.8613,B,A,A,8.59563,D,D,45.54605,D
0,B,0.0183,B,B,A,8.24478,B,I,59.41231,A
1,B,0.7632,A,A,E,5.73201,E,F,47.76155,B
1,B,0.0296,A,A,D,5.93222,C,C,69.46776,M
0,B,0.1777,B,A,C,7.60591,B,D,8.997616,M
1,B,0.6983,A,A,A,9.57245,C,B,39.58222,G
0,A,0.2109,A,A,A,9.50162,D,C,92.19314,P
1,B,0.4180,B,B,A,5.54722,D,B,21.18248,I
1,A,0.7648,C,A,A,1.96783,C,B,98.83765,K
1,B,0.8729,C,B,A,1.72591,D,B,71.60609,I
1,A,0.8833,A,C,A,1.49503,B,B,70.02335,G
0,B,0.5414,A,B,C,8.25176,D,I,64.12987,I
0,A,0.3027,C,B,A,6.17890,A,F,7.590515,K
0,A,0.7475,B,B,A,3.82783,D,D,23.24625,B
1,B,0.5152,A,B,C,8.35059,C,D,51.29727,S
0,B,0.8439,A,A,A,3.50461,B,B,50.14550,H
0,B,0.6188,C,B,A,3.20192,A,B,38.38347,I
1,B,0.7139,A,B,E,2.80578,B,G,40.36900,J
0,B,0.8622,A,C,E,2.50098,E,D,33.86947,G
0,A,0.7185,C,A,A,3.67675,F,D,24.46651,Q
0,B,0.0724,C,B,A,2.98412,B,B,65.81720,K
1,B,0.3065,B,B,A,6.28641,A,D,10.75015,E
1,B,0.5114,A,C,C,0.59653,F,J,1.177798,Q
0,A,0.8052,B,A,A,6.36421,C,J,8.922648,C
1,A,0.7415,B,C,A,4.96186,A,H,3.851945,G
0,A,0.0613,B,A,A,8.47268,D,E,52.48714,L
0,B,0.3369,D,B,C,1.86350,C,G,10.81973,O
0,B,0.0670,C,B,E,5.33185,F,B,26.37989,N
1,A,0.0830,C,A,A,7.61759,C,J,94.32692,R
1,A,0.7537,A,B,A,0.06903,B,B,52.57938,I
0,B,0.4668,D,C,E,3.61653,F,I,18.55411,E
1,B,0.9302,C,A,C,5.21225,A,G,51.48114,I
0,B,0.4355,A,A,A,5.30764,B,A,6.124791,F
0,A,0.7263,A,A,C,4.44312,F,D,66.64451,L
1,B,0.2444,C,B,A,6.43085,E,A,57.92807,K
0,A,0.1841,A,A,A,4.88724,C,F,54.30307,J
1,B,0.4664,B,B,B,3.43202,B,I,51.74731,S
0,B,0.4588,B,A,B,6.68107,B,F,26.88558,J
0,B,0.1774,A,B,E,1.99704,F,B,90.89524,A
1,B,0.9942,A,A,E,1.11729,A,D,79.22491,T
1,B,0.4475,B,B,C,8.19541,D,D,26.07099,C
1,A,0.1956,A,B,A,6.50993,D,J,88.73568,O
1,B,0.4995,D,B,E,6.92920,E,H,89.75439,G
1,A,0.5834,A,B,A,4.32652,C,D,63.23966,B
1,B,0.3923,A,B,C,9.49732,C,C,13.81369,A
1,A,0.0302,B,C,C,2.14370,E,B,30.08243,T
1,A,0.5272,A,B,A,4.25702,C,D,2.357224,D
1,A,0.0513,A,B,A,5.58356,D,B,67.08830,O
1,A,0.1987,B,B,A,8.79697,D,D,37.04188,Q
0,B,0.5218,A,A,C,5.35440,B,E,10.38591,R
0,B,0.3850,A,C,A,7.56494,A,E,85.51630,Q
1,B,0.6668,D,B,A,4.96942,B,G,28.43272,P
0,B,0.5611,A,B,E,3.71511,D,B,58.57268,O
1,B,0.0978,A,B,E,3.66314,F,E,84.38162,H
1,A,0.2204,A,B,A,3.37693,D,A,20.35713,F
1,A,0.9671,B,B,A,0.06802,A,I,38.15222,A
1,B,0.8843,A,B,A,3.96265,E,E,93.35099,C
1,B,0.2281,A,B,A,9.21847,D,F,97.32704,G
1,A,0.3900,C,A,E,8.33776,C,E,99.38231,L
1,B,0.0306,D,A,A,6.92238,F,D,49.12512,S
0,B,0.7411,B,A,E,0.22086,B,B,44.34963,B
1,B,0.8689,C,A,E,6.94251,B,B,61.20750,M
0,B,0.7616,A,B,A,3.11621,E,E,65.40069,G
1,A,0.1667,B,A,E,6.03779,E,D,84.61200,A
0,A,0.7827,C,A,D,9.53806,D,B,41.82956,T
0,A,0.2335,A,A,A,4.59777,B,B,41.17115,L
0,B,0.9443,B,B,C,4.56169,C,G,85.92561,T
1,B,0.0495,A,B,A,1.46358,C,B,90.56613,C
1,B,0.5884,A,B,C,5.51140,B,J,36.97603,B
0,B,0.9874,D,C,A,4.89643,B,B,77.02619,A
0,B,0.4397,C,A,B,9.15931,B,B,48.16077,S
1,B,0.7638,D,A,C,6.59870,F,A,22.83173,I
1,B,0.2253,B,B,A,4.12128,D,B,46.18678,J
1,B,0.3346,B,B,E,3.60414,D,B,89.42746,E
1,A,0.1114,B,B,A,6.48037,C,B,73.54481,F
0,A,0.7247,A,B,A,7.45116,B,D,13.33821,N
1,A,0.1183,D,B,C,3.14870,F,B,4.332273,K
0,B,0.6893,A,B,A,7.78314,B,D,47.47582,R
1,A,0.8638,D,B,B,5.49869,C,E,77.23008,F
0,B,0.3977,C,A,A,9.67890,D,B,91.08471,A
0,B,0.4349,B,B,D,9.62587,C,D,92.73282,O
1,B,0.3478,B,A,A,7.12394,B,B,89.65601,O
0,B,0.8254,C,A,A,6.02265,A,E,61.37954,R
0,B,0.9954,A,B,E,9.10591,B,E,14.48708,F
0,A,0.0821,B,B,A,1.29952,D,D,17.64730,T
0,A,0.6467,B,B,E,0.26463,B,B,6.627229,F
0,A,0.4135,C,B,E,9.86961,F,B,73.72573,S
0,A,0.7042,C,B,C,5.73681,C,J,63.04626,I
1,B,0.7538,B,B,B,5.32847,C,G,61.39112,C
1,B,0.5187,A,B,C,7.20404,B,E,86.32211,I
1,B,0.2636,A,B,A,8.16859,A,B,82.00568,E
0,B,0.7823,A,C,A,3.90980,E,B,54.39498,T
1,B,0.5388,A,A,A,9.20466,D,F,77.67706,N
1,B,0.8115,A,B,B,5.11019,C,E,91.66773,O
0,B,0.8414,A,A,C,1.94935,F,B,79.39380,G
0,B,0.9413,C,B,A,2.37564,E,D,14.31726,F
1,B,0.3036,D,B,B,4.79103,E,E,14.06422,S
1,A,0.6468,D,A,A,6.49178,A,E,54.86703,M
1,B,0.2071,B,A,B,4.72327,E,B,18.29296,E
1,B,0.0182,A,B,E,6.75191,B,I,46.97734,G
1,B,0.5847,B,B,B,9.95569,E,C,97.56828,F
0,B,0.6414,A,B,B,8.80910,D,D,41.47021,Q
1,A,0.7657,B,B,B,4.43082,B,B,21.81882,I
1,B,0.2511,C,A,E,0.51744,C,E,94.73183,L
0,B,0.0778,A,B,C,7.91077,F,I,26.07243,G
0,B,0.1632,A,B,B,0.97440,B,C,61.26089,H
1,A,0.2531,A,C,D,9.07916,F,E,20.61059,S
0,A,0.6655,B,A,E,1.64562,B,E,12.36194,M
0,A,0.3164,A,B,C,9.36422,B,D,6.014858,D
1,B,0.5498,C,B,B,0.73534,D,F,59.45949,H
0,A,0.1782,C,B,B,1.79057,C,B,2.756517,B
1,B,0.1226,A,B,A,5.69242,A,C,89.07252,P
0,A,0.7038,C,B,C,9.34469,B,D,14.45126,S
0,A,0.1238,C,B,A,6.54429,F,I,86.16766,J
0,B,0.0578,D,C,B,0.94052,C,B,40.26101,B
1,B,0.8493,B,B,A,6.72033,F,C,32.07543,C
0,A,0.1656,A,C,A,5.02201,C,F,84.21536,N
1,A,0.1268,A,A,A,9.48940,E,B,16.42350,Q
0,B,0.4994,B,A,A,5.53212,C,G,30.11925,M
1,B,0.8653,B,B,A,6.35026,F,B,67.64950,D
1,B,0.7884,B,B,A,0.96729,F,F,90.64328,D
1,A,0.5068,A,B,A,8.36643,C,B,84.29540,G
0,B,0.6826,D,B,C,6.91518,E,E,39.04196,A
0,A,0.4036,A,B,E,8.72499,C,B,70.91698,F
1,B,0.9062,A,C,A,4.23508,A,D,88.52762,G
1,A,0.9806,C,A,C,3.06473,F,D,49.54766,G
0,B,0.3889,C,A,A,0.35838,D,I,47.56752,H
0,A,0.8330,B,A,A,2.01142,C,A,68.12982,H
0,B,0.7023,D,B,C,9.41095,E,G,26.29999,K
1,A,0.7951,C,B,E,3.28304,E,C,36.05024,C
0,B,0.0232,B,A,D,5.35558,B,E,46.93478,G
1,B,0.5563,A,B,A,5.50345,D,B,95.71874,I
0,B,0.7155,B,C,A,1.73591,B,B,58.04539,D
0,A,0.7050,B,B,A,3.47854,D,B,83.28635,Q
0,B,0.3627,D,A,C,4.04027,F,D,48.33107,M
1,A,0.4601,D,B,E,1.50654,C,B,57.95619,R
1,B,0.0777,A,A,C,7.56689,D,D,47.45057,E
0,A,0.4333,C,B,A,2.66229,E,B,77.42494,I
1,A,0.0291,B,A,C,5.64169,B,G,48.87276,E
0,A,0.3374,C,C,C,7.58437,C,B,37.43096,J
0,B,0.2648,B,A,C,1.09834,D,G,61.70483,F
0,B,0.5836,A,B,A,8.56014,F,C,8.891632,G
1,B,0.9706,A,B,A,2.54464,A,B,87.34400,G
1,B,0.8532,A,B,A,1.53880,F,B,5.799932,S
1,B,0.2938,B,B,B,7.06937,E,B,24.18243,G
1,A,0.7217,A,B,A,0.26478,E,B,19.37471,O
1,A,0.5542,A,A,A,8.10387,E,B,10.21446,O
0,B,0.5963,B,B,A,1.95260,B,E,3.166836,J
0,B,0.6067,B,B,C,5.98992,A,B,87.69842,P
0,A,0.3294,A,B,A,1.42125,C,F,19.80477,S
0,A,0.1940,C,B,A,1.41172,C,C,62.93553,M
1,A,0.9214,B,A,C,8.73707,F,C,79.54034,E
1,A,0.4931,D,B,E,4.53409,C,I,57.67924,R
0,B,0.5402,B,B,A,3.50221,C,D,51.75297,G
1,A,0.5250,A,B,A,0.94420,B,B,66.89883,I
1,A,0.7223,A,B,A,1.42617,C,H,22.14974,S
0,B,0.8070,A,B,A,6.04046,D,D,86.84921,D
0,B,0.6480,C,C,B,0.96834,D,F,14.99016,T
1,A,0.6356,D,A,A,1.79521,A,B,19.22948,N
0,B,0.2727,A,B,A,2.17020,D,E,2.212080,T
1,B,0.5432,B,B,C,7.38791,B,B,76.91233,C
1,B,0.0724,B,B,A,3.52655,E,E,36.14548,Q
1,A,0.1773,A,A,A,4.22233,D,C,83.94140,D
0,A,0.7621,A,B,A,6.60068,A,D,24.97782,R
1,B,0.8452,C,C,B,8.95670,F,G,32.03968,L
0,B,0.2465,A,A,A,7.28062,C,B,42.29163,S
0,A,0.1145,A,B,D,2.10795,B,I,21.95574,F
0,B,0.5902,A,B,C,8.82460,F,D,26.60644,T
1,B,0.4013,D,C,B,1.01066,E,F,37.07469,T
1,B,0.8092,B,C,A,8.51073,A,B,24.32495,P
0,B,0.7639,C,B,C,6.51924,D,F,75.88543,F
1,B,0.3927,A,B,A,5.27793,C,B,45.73090,P
1,B,0.5339,C,B,B,8.96002,C,G,76.64492,G
1,B,0.5795,C,B,C,0.06896,C,B,76.18740,J
0,A,0.0029,A,A,E,2.27652,A,I,31.28074,K
1,B,0.8676,A,B,C,2.43881,D,E,75.91835,O
0,A,0.6463,B,B,B,7.59169,B,B,30.31967,J
0,A,0.8205,C,B,E,5.35629,D,E,38.78946,C
0,A,0.6095,B,B,C,8.45653,E,C,57.96406,C
0,B,0.1396,C,A,A,6.81768,E,E,73.21786,P
0,B,0.3276,A,A,E,2.81395,C,I,55.96118,N
0,A,0.1549,C,B,E,9.32940,F,H,88.06950,C
0,B,0.4782,B,A,C,0.67369,E,D,37.55690,H
0,B,0.9075,A,B,B,2.95542,A,B,73.25512,R
0,B,0.2427,A,B,A,1.10109,C,D,33.65688,J
1,A,0.1497,B,A,A,3.45673,F,I,82.87890,M
0,A,0.3929,B,C,A,4.75850,C,B,20.47781,F
0,B,0.6807,D,B,A,0.89435,E,B,97.71628,G
0,B,0.4969,C,B,A,3.51257,B,D,3.091280,D
0,B,0.1898,A,B,C,0.50436,D,C,59.18742,T
1,B,0.9193,A,A,D,8.39486,D,D,65.51924,L
0,A,0.6327,D,A,E,3.34437,B,F,72.09212,E
1,B,0.5554,B,A,A,3.18994,A,D,71.50037,Q
0,A,0.3911,C,B,A,5.46456,A,D,29.76434,S
1,B,0.6442,B,A,A,3.30178,E,B,12.28236,B
1,B,0.9214,A,B,E,6.67258,A,G,29.25464,G
1,A,0.6793,C,B,A,8.04883,A,C,11.79101,N
1,B,0.7413,C,B,A,3.59001,B,D,23.79875,J
1,B,0.3065,A,B,A,8.54740,F,B,2.199597,P
0,B,0.9169,B,B,A,3.89944,F,E,67.68849,E
1,B,0.3748,C,A,D,8.00652,D,C,96.63406,S
0,A,0.1486,A,B,B,8.84555,D,F,93.12481,G
0,B,0.1723,B,B,A,6.02447,D,B,37.57879,S
1,A,0.9413,A,B,E,2.17949,D,D,92.55412,I
1,A,0.4458,B,B,D,0.84652,D,E,36.23298,P
1,B,0.1774,A,B,E,9.19068,B,B,11.68116,O
1,B,0.6941,D,B,A,7.91484,D,G,88.39416,N
1,B,0.9161,A,A,D,2.38687,F,F,56.70301,T
1,A,0.9587,A,B,C,6.87154,B,B,33.04868,S
1,B,0.3538,B,A,A,4.01195,C,D,65.61178,E
0,A,0.8166,A,A,B,3.74320,C,H,54.62049,J
1,A,0.8227,C,B,C,1.09437,B,A,12.75627,R
1,B,0.9724,A,B,E,9.51113,C,B,94.14918,A
0,B,0.9067,D,B,D,6.92378,E,E,14.38090,H
0,A,0.9223,D,A,E,0.89189,C,B,84.17130,A
1,B,0.4181,D,B,C,5.82757,C,E,42.82882,B
0,A,0.1847,D,A,C,7.53287,B,D,79.31566,R
1,A,0.7158,A,B,E,5.82936,F,B,84.47630,O
0,B,0.5815,A,A,A,1.38637,D,D,6.680580,B
1,A,0.3207,A,B,B,5.93062,F,A,25.30686,H
0,B,0.5374,C,C,A,6.03439,F,B,88.04508,T
0,A,0.3274,A,C,A,4.93414,A,F,36.13425,K
0,B,0.9320,A,A,A,2.14250,E,C,1.126866,N
1,A,0.1779,C,B,A,1.42107,D,I,70.19845,C
1,A,0.8271,C,C,A,3.20203,D,A,61.68718,E
1,B,0.9799,B,B,A,0.36100,D,B,94.64714,M
0,A,0.9553,B,B,B,0.49707,E,D,1.260682,O
0,A,0.2246,B,A,A,4.17955,A,B,0.892346,K
1,B,0.9625,A,A,C,0.27594,B,G,18.95022,Q
1,B,0.4109,D,B,A,9.08412,D,I,53.41590,E
0,A,0.0563,B,C,A,2.53219,E,D,46.22005,L
0,A,0.3417,A,A,A,1.17259,F,C,51.95551,D
0,B,0.9119,B,A,B,5.46959,C,G,83.19751,M
1,B,0.3473,A,B,A,7.82991,A,B,90.14071,S
1,A,0.1831,A,B,C,6.98547,D,F,61.53357,N
1,B,0.6100,B,A,B,2.13233,D,B,24.54451,L
0,A,0.4878,B,B,E,9.26121,A,I,42.01029,E
0,A,0.7266,C,A,A,1.61675,E,F,90.69450,A
0,A,0.0694,A,A,C,3.74673,E,I,57.48318,M
0,B,0.3900,D,B,B,0.87940,D,I,18.04340,H
1,A,0.7044,C,A,A,5.56950,F,B,86.23212,M
0,A,0.9561,C,B,A,3.71598,C,E,85.18781,N
1,B,0.1389,B,B,A,6.43050,D,G,80.34419,F
1,B,0.5762,D,B,B,3.76793,F,I,80.88493,I
1,B,0.2163,B,B,A,8.89756,C,E,58.59871,N
1,B,0.3033,A,B,A,7.47524,D,I,12.92830,G
1,B,0.9090,C,C,C,9.56279,E,B,73.65940,S
1,B,0.4059,D,A,C,5.70910,F,B,14.79793,Q
1,A,0.7150,C,A,C,7.57587,E,C,18.53770,I
0,B,0.1720,A,B,C,6.55883,C,D,54.88737,H
0,B,0.0742,B,A,C,2.88621,B,D,93.19485,I
0,A,0.3856,B,A,B,9.39485,C,F,65.47902,F
1,B,0.7076,A,C,E,4.42575,F,B,87.88766,N
1,B,0.3107,A,A,C,2.45539,C,I,44.30907,I
1,B,0.9822,A,B,A,7.05139,E,G,85.89985,D
0,B,0.9157,C,A,A,5.65778,E,G,29.72923,P
1,A,0.8007,C,B,A,5.56277,E,I,33.04900,J
1,A,0.6925,D,C,C,8.43983,F,E,61.03397,D
0,A,0.5437,B,C,A,1.91893,D,B,82.51169,D
1,B,0.7733,D,B,A,4.75828,B,J,55.75221,D
0,A,0.1822,A,A,E,9.60404,E,G,20.26447,G
0,A,0.9734,A,B,C,2.10181,E,D,26.99240,S
1,A,0.7182,C,A,C,0.22252,F,B,84.08040,R
0,B,0.0813,B,A,C,6.50229,C,I,57.01838,C
1,B,0.5325,D,A,C,8.06567,A,C,42.48131,T
0,B,0.5931,D,B,A,0.79268,D,D,73.11531,T
1,A,0.8368,D,A,E,7.71222,B,G,42.12263,O
1,B,0.6683,A,A,A,7.59235,E,B,50.60053,T
0,B,0.1445,A,B,D,3.86524,F,G,11.28011,H
1,B,0.1605,A,B,E,2.36153,A,H,39.07174,J
1,A,0.4731,D,B,A,9.28805,F,D,54.86883,N
1,B,0.9780,A,C,A,0.38864,D,I,9.085780,G
1,A,0.5210,A,A,C,3.93003,C,B,79.11476,F
1,B,0.8508,A,B,E,7.42285,C,D,26.42071,M
0,B,0.7690,A,A,A,8.25214,C,D,71.19502,J
1,B,0.7006,D,C,A,3.42721,D,D,81.27689,R
0,A,0.8649,C,B,A,2.60927,B,D,98.27507,C
1,A,0.9598,B,A,A,2.89998,B,B,43.34776,Q
1,B,0.4091,A,B,C,3.36747,E,B,19.71970,O
1,B,0.7124,C,B,C,3.85336,C,I,15.91140,F
0,A,0.8039,A,B,C,9.38456,B,B,95.09931,I
0,B,0.2172,B,A,C,1.76379,A,H,99.48230,O
0,A,0.0446,A,B,A,8.30367,B,F,70.25457,F
1,B,0.1389,B,B,D,3.68455,D,C,10.38266,E
0,A,0.1858,D,B,D,2.08231,F,C,81.96137,L
1,A,0.6530,B,B,E,7.62085,C,I,93.24375,L
1,A,0.6477,C,B,A,7.97420,A,F,65.25894,G
0,B,0.5354,B,B,A,1.81741,A,E,27.06932,E
1,A,0.7477,B,B,E,2.06556,E,J,78.86531,A
0,B,0.6217,A,A,C,7.30958,B,D,97.26069,G
0,A,0.5012,B,B,B,0.28878,C,B,97.65244,D
0,B,0.6983,C,B,C,4.67945,A,E,37.96924,K
1,A,0.5888,B,A,A,4.68215,F,A,9.178466,G
1,A,0.9745,A,A,D,8.60466,C,E,4.550965,D
1,B,0.4213,A,B,A,2.64352,B,G,76.56930,M
0,A,0.4724,D,B,C,5.25619,B,A,26.00083,O
1,A,0.2698,A,B,B,2.76258,C,H,73.46328,G
1,A,0.7603,A,A,A,5.18917,D,B,3.735615,T
1,B,0.5093,B,B,C,2.19234,B,C,18.60521,J
